prospect_id,canonical_business_name,phone,email,website,address,operator_type,harbor_name,research_summary,supply_chain_summary,confidence,sources,field_ids,field_count,needs_review,approved,last_enriched
55,"43.94397, -69.45584",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 79 boats near 43.94397, -69.45584. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.94397, -69.45584 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],97,1,1,0,2026-07-20T16:53:54.411804+00:00
56,"41.92943, -70.03126",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 41.92943, -70.03126. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.92943, -70.03126 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],98,1,1,0,2026-07-20T16:53:54.424080+00:00
57,"41.93062, -70.02956",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 8 boats near 41.93062, -70.02956. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.93062, -70.02956 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],99,1,1,0,2026-07-20T16:53:54.429794+00:00
58,"43.88078, -69.51435",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 15 boats near 43.88078, -69.51435. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.88078, -69.51435 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],100,1,1,0,2026-07-20T16:53:54.437016+00:00
59,"43.88314, -69.51411",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 7 boats near 43.88314, -69.51411. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.88314, -69.51411 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],101,1,1,0,2026-07-20T16:53:54.442830+00:00
60,"43.88416, -69.51129",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 43.88416, -69.51129. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.88416, -69.51129 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],102,1,1,0,2026-07-20T16:53:54.449444+00:00
61,"43.88332, -69.51700",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 43.88332, -69.51700. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.88332, -69.51700 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],103,1,1,0,2026-07-20T16:53:55.539012+00:00
62,"42.56757, -70.77583",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 166 boats near 42.56757, -70.77583. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 42.56757, -70.77583 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],104,1,1,0,2026-07-20T16:53:55.548422+00:00
63,"42.66708, -70.62331",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 82 boats near 42.66708, -70.62331. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 42.66708, -70.62331 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],105,1,1,0,2026-07-20T16:53:55.554041+00:00
64,"42.66397, -70.62000",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 7 boats near 42.66397, -70.62000. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 42.66397, -70.62000 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],106,1,1,0,2026-07-20T16:53:55.561206+00:00
65,"43.79050, -69.89070",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 61 boats near 43.79050, -69.89070. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.79050, -69.89070 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],107,1,1,0,2026-07-20T16:53:55.566529+00:00
66,"43.78778, -69.89316",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 43.78778, -69.89316. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.78778, -69.89316 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],108,1,1,0,2026-07-20T16:53:55.573800+00:00
67,"43.79359, -69.89143",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 19 boats near 43.79359, -69.89143. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.79359, -69.89143 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],109,1,1,0,2026-07-20T16:53:56.591413+00:00
68,"43.79549, -69.89128",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 6 boats near 43.79549, -69.89128. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.79549, -69.89128 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],110,1,1,0,2026-07-20T16:53:56.599570+00:00
69,"43.78755, -69.88825",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 43.78755, -69.88825. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.78755, -69.88825 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],111,1,1,0,2026-07-20T16:53:56.605941+00:00
70,"41.63920, -70.27673",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 9 boats near 41.63920, -70.27673. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.63920, -70.27673 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],112,1,1,0,2026-07-20T16:53:56.613012+00:00
71,"41.63723, -70.27348",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 12 boats near 41.63723, -70.27348. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.63723, -70.27348 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],113,1,1,0,2026-07-20T16:53:56.619366+00:00
72,"44.20451, -69.05565",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 44.20451, -69.05565. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 44.20451, -69.05565 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],114,1,1,0,2026-07-20T16:53:56.626565+00:00
73,"41.62723, -70.91247",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 71 boats near 41.62723, -70.91247. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.62723, -70.91247 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],115,1,1,0,2026-07-20T16:53:57.713987+00:00
74,"41.62403, -70.91167",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 13 boats near 41.62403, -70.91167. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.62403, -70.91167 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],116,1,1,0,2026-07-20T16:53:57.721620+00:00
75,"41.62394, -70.90733",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 6 boats near 41.62394, -70.90733. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.62394, -70.90733 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],117,1,1,0,2026-07-20T16:53:57.729155+00:00
76,"41.62209, -70.90964",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 41.62209, -70.90964. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.62209, -70.90964 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],118,1,1,0,2026-07-20T16:53:57.735571+00:00
77,"41.62427, -70.91466",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 41.62427, -70.91466. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41.62427, -70.91466 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],119,1,1,0,2026-07-20T16:53:57.741604+00:00
78,"43.96465, -69.20515",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 12 boats near 43.96465, -69.20515. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.96465, -69.20515 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],120,1,1,0,2026-07-20T16:53:57.747959+00:00
79,"43.96526, -69.20265",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 20 boats near 43.96526, -69.20265. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.96526, -69.20265 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],"121,124",2,1,0,2026-07-20T16:53:58.972602+00:00
80,"43.96275, -69.20775",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 43.96275, -69.20775. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.96275, -69.20775 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],122,1,1,0,2026-07-20T16:53:58.981483+00:00
81,"43.96242, -69.20391",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 7 boats near 43.96242, -69.20391. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.96242, -69.20391 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],123,1,1,0,2026-07-20T16:53:58.987729+00:00
83,"43.96657, -69.20560",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 43.96657, -69.20560. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.96657, -69.20560 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],125,1,1,0,2026-07-20T16:53:58.993522+00:00
84,"43.00074, -70.74901",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 97 boats near 43.00074, -70.74901. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 43.00074, -70.74901 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],126,1,1,0,2026-07-20T16:53:58.999712+00:00
85,"42.99828, -70.74451",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 7 boats near 42.99828, -70.74451. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 42.99828, -70.74451 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],127,1,1,0,2026-07-20T16:54:55.382222+00:00
86,"44.35663, -68.30584",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 44 boats near 44.35663, -68.30584. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 44.35663, -68.30584 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],128,1,1,0,2026-07-20T16:54:55.389147+00:00
87,"42.05041, -70.18211",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 21 boats near 42.05041, -70.18211. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 42.05041, -70.18211 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],129,1,1,0,2026-07-20T16:54:55.397376+00:00
88,"42.04871, -70.18417",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 9 boats near 42.04871, -70.18417. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 42.04871, -70.18417 — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],130,1,1,0,2026-07-20T16:54:55.402575+00:00
